artist,title,Unnamed: 0,ranking,last_week_rank,peak_position,weeks_on_chart,chart_date
Kool & The Gang,In The Heart,1983-12-10_33,33,0,33,1,1983-12-10
Kool & The Gang,Kool Jazz,1974-03-16_34,34,43,34,2,1974-03-16
Kool & The Gang,Ladies' Night,1979-09-22_37,37,0,37,1,1979-09-22
Kool & The Gang,Light Of Worlds,1974-10-26_30,30,44,30,2,1974-10-26
Kool & The Gang,Live At P.J.'s,1972-01-01_28,28,49,28,2,1972-01-01
Kool & The Gang,Live At The Sex Machine,1971-02-27_39,39,44,39,3,1971-02-27
Kool & The Gang,Love & Understanding,1976-04-03_25,25,43,25,2,1976-04-03
Kool & The Gang,Music Is The Message,1972-08-05_31,31,0,31,1,1972-08-05
Kool & The Gang,Open Sesame,1976-11-20_17,17,0,17,1,1976-11-20
Kool & The Gang,Something Special,1981-10-24_17,17,0,17,1,1981-10-24
Kool & The Gang,Spirit Of The Boogie,1975-09-06_23,23,0,23,1,1975-09-06
Kool & The Gang,Still Kool,2007-07-28_31,31,0,31,1,2007-07-28
Kool & The Gang,The Force,1978-01-28_33,33,43,33,2,1978-01-28
Kool & The Gang,Wild And Peaceful,1973-10-20_38,38,46,38,2,1973-10-20
Kool G Rap,"4,5,6",1995-10-14_1,1,70,1,2,1995-10-14
Kool G Rap & D.J. Polo,Live And Let Die,1992-12-05_19,19,0,19,1,1992-12-05
Kool G Rap & D.J. Polo,Road To The Riches,1989-05-13_39,39,47,39,6,1989-05-13
Kool G Rap & D.J. Polo,Wanted: Dead Or Alive,1990-10-13_38,38,42,38,5,1990-10-13
Kool Moe Dee,Funke Wisdom,1991-07-20_29,29,42,29,3,1991-07-20
Kool Moe Dee,How Ya Like Me Now,1987-12-05_29,29,65,29,2,1987-12-05
Kool Moe Dee,Knowledge Is King,1989-06-24_34,34,57,34,2,1989-06-24
Kool Moe Dee,Kool Moe Dee,1987-04-25_27,27,43,27,4,1987-04-25
Kraftwerk,Computer World,1981-10-17_39,39,41,39,13,1981-10-17
Krayzie Bone,Chasing The Devil,2015-12-12_27,27,0,27,1,2015-12-12
Krayzie Bone,Gemini: Good Vs. Evil,2005-02-26_19,19,0,19,1,2005-02-26
Krayzie Bone,Thug Mentality 1999,1999-04-24_2,2,0,2,1,1999-04-24
Krayzie Bone,Thug On Da Line,2001-09-15_13,13,0,13,1,2001-09-15
Kreayshawn,Somethin' 'Bout Kreay,2012-10-06_19,19,0,19,1,2012-10-06
Kris Kross,Da Bomb,1993-08-21_2,2,0,2,1,1993-08-21
Kris Kross,Totally Krossed Out,1992-04-25_16,16,43,16,2,1992-04-25
Kris Kross,"Young, Rich And Dangerous",1996-01-27_2,2,0,2,1,1996-01-27
Krizz Kaliko,Genius,2009-08-01_14,14,0,14,1,2009-08-01
Krizz Kaliko,Go,2016-04-30_4,4,0,4,1,2016-04-30
Krizz Kaliko,Kickin' & Screamin',2012-06-02_7,7,0,7,1,2012-06-02
Krizz Kaliko,Neh'mind,2012-12-15_29,29,0,29,1,2012-12-15
Krizz Kaliko,Shock Treatment,2010-10-02_17,17,0,17,1,2010-10-02
Krizz Kaliko,Son Of Sam,2013-09-14_15,15,0,15,1,2013-09-14
Kurt Carr Project,One Church,2005-04-09_27,27,0,27,1,2005-04-09
Kurtis Blow,America,1985-11-02_40,40,52,40,3,1985-11-02
Kurtis Blow,Deuce,1981-08-01_39,39,43,39,3,1981-08-01
Kurtis Blow,Ego Trip,1984-09-29_39,39,49,39,2,1984-09-29
Kurtis Blow,Kingdom Blow,1986-11-08_27,27,44,27,3,1986-11-08
Kurtis Blow,Kurtis Blow,1980-10-25_28,28,57,28,2,1980-10-25
Kurtis Blow,Party Time,1983-08-27_38,38,44,38,2,1983-08-27
Kurtis Blow,Tough,1982-10-23_38,38,41,38,3,1982-10-23
Kurupt,Against The Grain,2005-09-10_20,20,0,20,1,2005-09-10
Kurupt,Kuruption!,1998-10-24_4,4,0,4,1,1998-10-24
Kurupt,Space Boogie: Smoke Oddessey,2001-08-04_5,5,0,5,1,2001-08-04
Kurupt,Street Lights,2010-05-08_38,38,0,38,1,2010-05-08
Kurupt,Tha Streetz Iz A Mutha,1999-12-04_5,5,0,5,1,1999-12-04
Kut Klose,Surrender,1995-04-01_26,26,0,26,1,1995-04-01
Kutt Calhoun,Black Gold,2013-03-16_25,25,0,25,1,2013-03-16
Kutt Calhoun,Kelvin (EP),2012-10-20_28,28,0,28,1,2012-10-20
Kutt Calhoun,Raw And Un-Kutt,2010-06-26_27,27,0,27,1,2010-06-26
Kvn Gates,In The Meantime,2012-10-13_31,31,0,31,1,2012-10-13
Kwame,The Boy Genius (Feat. A New Beginning),1989-05-06_36,36,48,36,4,1989-05-06
Kwame & A New Beginning,A Day In The Life,1990-07-28_37,37,43,37,6,1990-07-28
Ky-Mani Marley,Radio,2007-11-10_38,38,51,38,5,2007-11-10
L,Move Your Hand,1970-05-16_31,31,42,31,6,1970-05-16
L-Burna A.K.A. Layzie Bone,Thug By Nature,2001-04-07_17,17,0,17,1,2001-04-07
L.A. Dream Team,Kings Of The West Coast,1986-09-06_37,37,59,37,2,1986-09-06
L.A.Boppers,L.a. Boppers,1980-03-22_35,35,42,35,5,1980-03-22
L.T.D.,Gittin' Down,1975-02-22_40,40,41,40,5,1975-02-22
L.T.D.,Love To The World,1976-09-04_33,33,50,33,6,1976-09-04
LL Cool J,10,2002-11-02_1,1,0,1,1,2002-11-02
LL Cool J,14 Shots To The Dome,1993-04-17_1,1,83,1,2,1993-04-17
LL Cool J,All World,1996-11-23_21,21,0,21,1,1996-11-23
LL Cool J,Authentic,2013-05-18_7,7,0,7,1,2013-05-18
LL Cool J,Bigger & Deffer,1987-06-20_29,29,0,29,1,1987-06-20
LL Cool J,Exit 13,2008-09-27_3,3,0,3,1,2008-09-27
LL Cool J,G.O.A.T. Featuring James T. Smith: The Greatest Of All Time,2000-09-30_1,1,0,1,1,2000-09-30
LL Cool J,Mama Said Knock You Out,1990-10-13_15,15,66,15,2,1990-10-13
LL Cool J,Mr. Smith,1995-12-09_4,4,0,4,1,1995-12-09
LL Cool J,Phenomenon,1997-11-01_4,4,0,4,1,1997-11-01
LL Cool J,Radio,1986-01-18_24,24,55,24,4,1986-01-18
LL Cool J,The DEFinition,2004-09-18_3,3,0,3,1,2004-09-18
LL Cool J,Todd Smith,2006-04-29_2,2,0,2,1,2006-04-29
LL Cool J,Walking With A Panther,1989-07-08_8,8,87,8,2,1989-07-08
LSG,LSG2,2003-08-16_3,3,0,3,1,2003-08-16
LSG,Levert.Sweat.Gill,1997-11-29_2,2,0,2,1,1997-11-29
LTD,Devotion,1979-07-14_30,30,51,30,2,1979-07-14
LTD,Love Magic,1981-12-12_31,31,41,31,3,1981-12-12
LTD,Shine On,1980-09-13_22,22,49,22,2,1980-09-13
LTD,Something To Love,1977-08-06_39,39,49,39,2,1977-08-06
LTD,Togetherness,1978-06-24_30,30,43,30,2,1978-06-24
La Coka Nostra,Masters Of The Dark Arts,2012-08-18_31,31,0,31,1,2012-08-18
La Coka Nostra,To Thine Own Self Be True,2016-11-26_38,38,0,38,1,2016-11-26
La The Darkman,Heist Of The Century,1998-12-05_37,37,0,37,1,1998-12-05
La' Chat,Murder She Spoke,2001-11-10_16,16,0,16,1,2001-11-10
LaToya Jackson,Latoya Jackson,1980-10-25_38,38,48,38,3,1980-10-25
LaToya London,Love & Life,2005-10-08_27,27,0,27,1,2005-10-08
Labelle,Back To Now,2008-11-08_9,9,0,9,1,2008-11-08
Labelle,Chameleon,1976-09-25_33,33,43,33,2,1976-09-25
Labelle,Phoenix,1975-09-27_36,36,60,36,2,1975-09-27
Laid Back,Keep Smiling,1984-04-14_33,33,49,33,2,1984-04-14
Lakeside,Fantastic Voyage,1980-12-06_39,39,49,39,2,1980-12-06
Lakeside,Keep On Moving Straight Ahead,1981-12-26_36,36,41,36,3,1981-12-26
Lakeside,Outrageous,1984-07-28_32,32,0,32,1,1984-07-28
Lakeside,Power,1987-05-16_40,40,48,40,3,1987-05-16
Lakeside,Rough Riders,1979-11-03_33,33,43,33,2,1979-11-03
Lakeside,Shot Of Love,1978-12-23_39,39,49,39,3,1978-12-23
Lakeside,Untouchables,1983-05-21_20,20,45,20,2,1983-05-21
Lakeside,Your Wish Is My Command,1982-01-09_38,38,50,38,3,1982-01-09
Lalah Hathaway,A Moment,1994-06-25_40,40,46,40,2,1994-06-25
Lalah Hathaway,Lalah Hathaway,1990-09-22_39,39,44,39,4,1990-09-22
Lalah Hathaway,Live,2015-11-21_2,2,0,2,1,2015-11-21
Lalah Hathaway,Outrun The Sky,2004-10-16_34,34,0,34,1,2004-10-16
Lalah Hathaway,Self Portrait,2008-06-21_6,6,0,6,1,2008-06-21
Lalah Hathaway,Where It All Begins,2011-11-05_7,7,0,7,1,2011-11-05
Lamont Dozier,Black Bach,1975-02-01_37,37,48,37,6,1975-02-01
Lamont Dozier,Inside Seduction,1991-09-07_37,37,42,37,8,1991-09-07
Lamont Dozier,Out Here On My Own,1974-01-05_37,37,48,37,3,1974-01-05
Larry Graham,Just Be My Lady,1981-08-15_23,23,43,23,2,1981-08-15
Larry Graham,One In A Million You,1980-06-28_34,34,59,34,2,1980-06-28
Larry Graham,Sooner Or Later,1982-07-03_34,34,42,34,2,1982-07-03
Latimore,"More, More, More",1974-10-05_39,39,42,39,8,1974-10-05
Latimore,Only Way Is Up,1991-06-01_38,38,46,38,7,1991-06-01
Laura Izibor,Let The Truth Be Told,2009-07-04_6,6,0,6,1,2009-07-04
Laura Lee,Women's Love Rights,1972-01-29_24,24,43,24,2,1972-01-29
Laura Mvula,Sing To The Moon,2013-06-01_21,21,72,21,5,2013-06-01
Lauryn Hill,MTV Unplugged No. 2.0,2002-05-25_2,2,0,2,1,2002-05-25
Lauryn Hill,The Miseducation Of Lauryn Hill,1998-09-12_1,1,0,1,1,1998-09-12
Layzie Bone,How A Thug Was Born,2007-08-11_37,37,0,37,1,2007-08-11
Layzie Bone,It's Not A Game,2005-06-18_31,31,0,31,1,2005-06-18
Layzie Bone And Bizzy Bone,Bone Brothers,2005-03-12_18,18,0,18,1,2005-03-12
Layzie Bone And Bizzy Bone,Bone Brothers 2,2007-05-26_26,26,0,26,1,2007-05-26
LeToya,Lady Love,2009-09-12_1,1,0,1,1,2009-09-12
LeToya,LeToya,2006-08-12_1,1,83,1,2,2006-08-12
Leaders Of The New School,T.I.M.E.,1993-10-30_15,15,0,15,1,1993-10-30
Lecrae,All Things Work Together,2017-10-14_8,8,0,8,1,2017-10-14
Lecrae X Zaytoven,Let The Trap Say Amen,2018-07-07_26,26,0,26,1,2018-07-07
Led Zeppelin,Led Zeppelin II,1970-01-10_38,38,44,38,2,1970-01-10
Led Zeppelin,Led Zeppelin III,1970-11-28_39,39,42,39,4,1970-11-28
Ledisi,It's Christmas,2008-12-06_28,28,44,28,6,2008-12-06
Ledisi,Lost & Found,2007-09-15_10,10,0,10,1,2007-09-15
Ledisi,Pieces Of Me,2011-07-02_2,2,0,2,1,2011-07-02
Ledisi,The Intimate Truth (EP),2015-02-07_26,26,0,26,1,2015-02-07
Ledisi,The Truth,2014-03-29_6,6,0,6,1,2014-03-29
Ledisi,Turn Me Loose,2009-09-05_1,1,0,1,1,2009-09-05
Lee Dorsey,The New Lee Dorsey,1966-10-29_23,23,0,23,1,1966-10-29
Lee Morgan,Search For The New Land,1966-09-17_20,20,0,20,1,1966-09-17
Lee Morgan,The Sidewinder,1965-01-30_10,10,0,10,1,1965-01-30
Lee Oskar,Before The Rain,1978-10-14_38,38,48,38,2,1978-10-14
Lee Oskar,Lee Oskar,1976-05-01_35,35,45,35,2,1976-05-01
Lee Ritenour,Rit,1981-05-30_38,38,55,38,2,1981-05-30
Leela James,Did It For Love,2017-04-22_30,30,0,30,1,2017-04-22
Leela James,Fall For You,2014-07-26_12,12,0,12,1,2014-07-26
Leela James,Let's Do It Again,2009-04-11_11,11,0,11,1,2009-04-11
Leela James,My Soul,2010-06-12_7,7,0,7,1,2010-06-12
Lenny Williams,Choosing You,1977-08-06_40,40,50,40,2,1977-08-06
Lenny Williams,Love Current,1979-07-21_31,31,45,31,2,1979-07-21
Lenny Williams,Spark Of Love,1978-07-29_38,38,48,38,2,1978-07-29
Leon Bridges,Coming Home,2015-07-11_1,1,0,1,1,2015-07-11
Leon Bridges,Good Thing,2018-05-19_3,3,0,3,1,2018-05-19
Leon Haywood,Come And Get Yourself Some,1975-08-30_36,36,46,36,2,1975-08-30
Leon Haywood,Keep It In The Family,1974-08-03_40,40,42,40,6,1974-08-03
Leon Haywood,Naturally,1980-05-24_38,38,58,38,2,1980-05-24
Leon Haywood,Soul Cargo,1966-07-02_19,19,0,19,1,1966-07-02
Leroy Hutson,Feel The Spirit,1976-03-20_31,31,48,31,2,1976-03-20
Leroy Hutson,Hutson II,1976-12-18_38,38,42,38,3,1976-12-18
Leroy Hutson,The Man!,1974-03-16_40,40,49,40,2,1974-03-16
Les McCann,Hustle To Survive,1975-12-20_39,39,41,39,4,1975-12-20
Les McCann,Much Les,1969-03-22_35,35,0,35,1,1969-03-22
Les Nubians,One Step Forward,2003-04-12_23,23,0,23,1,2003-04-12
Les Nubians,Princesses Nubiennes,1999-05-01_30,30,44,30,16,1999-05-01
Levert,Bloodline,1986-08-30_32,32,45,32,2,1986-08-30
Levert,For Real Tho',1993-04-10_6,6,0,6,1,1993-04-10
Levert,Just Coolin',1988-11-26_30,30,0,30,1,1988-11-26
Levert,Rope A Dope Style,1990-12-01_35,35,0,35,1,1990-12-01
Levert,The Big Throwdown,1987-08-22_35,35,0,35,1,1987-08-22
Levert,The Whole Scenario,1997-03-29_10,10,0,10,1,1997-03-29
Lex The Hex Master,Contact,2016-12-03_23,23,0,23,1,2016-12-03
Lex The Hex Master,The Black Season EP,2016-04-30_40,40,0,40,1,2016-04-30
Lianne La Havas,Blood,2015-08-22_8,8,0,8,1,2015-08-22
Lightshow,Life Sentence 3,2016-09-17_34,34,0,34,1,2016-09-17
Lil Baby,Harder Than Ever,2018-06-02_2,2,0,2,1,2018-06-02
Lil Baby,Street Gossip,2018-12-15_2,2,0,2,1,2018-12-15
Lil Baby,Too Hard,2017-12-23_33,33,0,33,1,2017-12-23
Lil Baby & Gunna,Drip Harder,2018-10-20_2,2,0,2,1,2018-10-20
"Lil Boosie, Webbie & Foxx",Survival Of The Fittest,2007-06-09_3,3,0,3,1,2007-06-09
"Lil Boosie, Webbie, Lil Trill & Trill Fam",All Or Nothing,2010-11-27_8,8,0,8,1,2010-11-27
Lil Bow Wow,Beware Of Dog,2000-10-14_3,3,0,3,1,2000-10-14
Lil Bow Wow,Doggy Bag,2002-01-05_2,2,0,2,1,2002-01-05
Lil Dicky,Professional Rapper,2015-08-22_2,2,0,2,1,2015-08-22
Lil Durk,Just Cause Y'all Waited,2018-04-14_28,28,0,28,1,2018-04-14
Lil Durk,Lil Durk 2X,2016-08-13_5,5,0,5,1,2016-08-13
Lil Durk,Remember My Name,2015-06-20_2,2,0,2,1,2015-06-20
Lil Durk,Signed To The Streets 3,2018-11-24_8,8,0,8,1,2018-11-24
Lil H.D.,The Dead Has Arisen,1994-11-12_39,39,0,39,1,1994-11-12
Lil Italy,On Top Of Da World,1999-08-21_20,20,0,20,1,1999-08-21
Lil Jon,Crunk Rock,2010-06-26_8,8,0,8,1,2010-06-26
Lil Jon & The East Side Boyz,Certified Crunk,2003-11-22_40,40,0,40,1,2003-11-22
Lil Jon & The East Side Boyz,Crunk Juice,2004-11-27_13,13,0,13,1,2004-11-27
Lil Jon & The East Side Boyz,Kings Of Crunk,2002-11-16_2,2,56,2,2,2002-11-16
Lil Jon & The East Side Boyz,Part II,2003-12-13_7,7,0,7,1,2003-12-13
Lil Jon & The East Side Boyz,Put Yo Hood Up,2001-06-09_6,6,0,6,1,2001-06-09
Lil Mama,VYP: Voice Of The Young People,2008-05-17_5,5,0,5,1,2008-05-17
Lil Mosey,Northsbest,2018-11-03_17,17,0,17,1,2018-11-03
Lil Peep,Come Over When You're Sober (EP),2017-12-09_16,16,0,16,1,2017-12-09
Lil Pump,Lil Pump,2017-10-28_2,2,0,2,1,2017-10-28
Lil Rob,1218 Part II,2008-11-08_16,16,0,16,1,2008-11-08
Lil Rob,Twelve Eighteen: Part I,2005-08-13_16,16,0,16,1,2005-08-13
Lil Scrappy,Bred 2 Die - Born 2 Live,2006-12-23_5,5,0,5,1,2006-12-23
Lil Scrappy,Prince Of The South,2008-05-31_22,22,0,22,1,2008-05-31
Lil Scrappy/Trillville,The King Of Crunk & BME Recordings Present,2004-03-13_3,3,0,3,1,2004-03-13
Lil Skies,Life Of A Dark Rose,2018-01-20_16,16,0,16,1,2018-01-20
Lil Snupe,"R.N.I.C. 2 ""Jonesboro""",2015-02-28_33,33,0,33,1,2015-02-28
Lil Soldiers,Boot Camp,1999-05-15_22,22,0,22,1,1999-05-15
Lil Troy,Back To Ballin,2001-11-10_24,24,0,24,1,2001-11-10
Lil Troy,Sittin' Fat Down South,1999-05-08_26,26,47,26,5,1999-05-08
Lil Uzi Vert,Lil Uzi Vert Vs. The World,2016-06-18_30,30,0,30,1,2016-06-18
Lil Uzi Vert,Luv Is Rage 2,2017-09-16_1,1,0,1,1,2017-09-16
Lil Uzi Vert,The Perfect LUV Tape,2016-09-03_20,20,0,20,1,2016-09-03
Lil Wayne,500 Degreez,2002-08-10_1,1,0,1,1,2002-08-10
Lil Wayne,I Am Not A Human Being,2010-10-16_1,1,0,1,1,2010-10-16
Lil Wayne,I Am Not A Human Being II,2013-04-13_2,2,0,2,1,2013-04-13
Lil Wayne,Lights Out,2001-01-06_2,2,0,2,1,2001-01-06
Lil Wayne,Rebirth,2010-02-20_1,1,0,1,1,2010-02-20
Lil Wayne,Tha Block Is Hot,1999-11-20_1,1,0,1,1,1999-11-20
Lil Wayne,Tha Carter,2004-07-17_2,2,0,2,1,2004-07-17
Lil Wayne,Tha Carter II,2005-12-24_1,1,0,1,1,2005-12-24
Lil Wayne,Tha Carter III,2008-06-21_32,32,0,32,1,2008-06-21
Lil Wayne,Tha Carter IV,2011-09-17_1,1,44,1,2,2011-09-17
Lil Wayne,Tha Carter V,2018-10-13_1,1,0,1,1,2018-10-13
Lil Wayne & DJ Drama,Gangsta Grillz: Dedication 3,2009-01-03_28,28,0,28,1,2009-01-03
Lil Wayne And Juelz Santana,When The North & South Collide,2007-06-23_33,33,41,33,4,2007-06-23
Lil Wyte,Phinally Phamous,2004-11-06_6,6,0,6,1,2004-11-06
Lil Wyte,Still Doubted?,2012-07-07_34,34,0,34,1,2012-07-07
Lil Wyte,The Bad Influence,2009-09-12_18,18,0,18,1,2009-09-12
Lil Wyte,The One And Only,2007-06-23_10,10,0,10,1,2007-06-23
Lil Wyte / Jelly Roll,No Filter,2013-08-03_33,33,0,33,1,2013-08-03
Lil Xan,Total Xanarchy,2018-04-21_8,8,0,8,1,2018-04-21
Lil Yachty,Lil Boat 2,2018-03-24_2,2,0,2,1,2018-03-24
Lil Yachty,Nuthin' 2 Prove,2018-11-03_9,9,0,9,1,2018-11-03
Lil Yachty,Teenage Emotions,2017-06-17_4,4,0,4,1,2017-06-17
Lil' Boosie,Bad Azz,2006-11-11_2,2,0,2,1,2006-11-11
Lil' Boosie,Incarcerated,2010-10-16_6,6,0,6,1,2010-10-16
Lil' Boosie,SuperBad: The Return Of Boosie Bad Azz,2009-10-03_4,4,0,4,1,2009-10-03
Lil' Boosie And Webbie,Gangsta Musik,2005-06-04_35,35,0,35,18,2005-06-04
Lil' Cease,The Wonderful World Of Cease A Leo,1999-07-31_3,3,96,3,2,1999-07-31
Lil' Flip,I Need Mine $$,2007-04-14_5,5,0,5,1,2007-04-14
Lil' Flip,U Gotta Feel Me,2004-04-17_3,3,69,3,2,2004-04-17
Lil' Flip,Undaground Legend,2002-09-14_4,4,0,4,1,2002-09-14
Lil' Flip & Mr. Capone-e,[Connected],2006-12-02_39,39,0,39,1,2006-12-02
Lil' Flip Featuring Young Noble Of The Outlawz,All Eyes On Us,2008-03-22_31,31,0,31,1,2008-03-22
Lil' J,All About J,2002-04-20_24,24,84,24,2,2002-04-20
Lil' KeKe & Slim Thug,The Big Unit,2003-07-26_37,37,0,37,1,2003-07-26
Lil' Keke,Commission,1998-04-11_37,37,0,37,1,1998-04-11
Lil' Keke,Loved By Few Hated By Many,2008-12-06_22,22,0,22,1,2008-12-06
Lil' Keke,Money Don't Sleep,2014-08-02_35,35,0,35,1,2014-08-02
Lil' Keke,Platinum In Da Ghetto,2002-02-09_22,22,0,22,1,2002-02-09
Lil' Kim,Hard Core,1996-11-30_3,3,55,3,2,1996-11-30
Lil' Kim,La Bella Mafia,2003-03-22_4,4,100,4,2,2003-03-22
Lil' Kim,The Naked Truth,2005-10-15_3,3,0,3,1,2005-10-15
Lil' Kim,The Notorious KIM,2000-07-15_1,1,86,1,2,2000-07-15
Lil' Mo,Based On A True Story,2001-07-14_6,6,0,6,1,2001-07-14
Lil' Mo,Meet The Girl Next Door,2003-05-17_4,4,0,4,1,2003-05-17
Lil' Mo,Pain & Paper,2007-09-15_14,14,0,14,1,2007-09-15
Lil' Romeo,Game Time,2003-01-04_10,10,0,10,1,2003-01-04
Lil' Romeo,Lil' Romeo,2001-07-21_5,5,0,5,1,2001-07-21
Lil' Romeo,Romeoland,2004-10-09_29,29,0,29,1,2004-10-09
Lil' Ru,21 & Up,2009-09-12_36,36,0,36,1,2009-09-12
Lil' Zane,Young World: The Future,2000-09-09_4,4,0,4,1,2000-09-09
Lillo,All Of You,1984-09-01_31,31,59,31,2,1984-09-01
Lillo,Let Me Be Yours,1983-10-08_31,31,41,31,4,1983-10-08
Lillo Thomas,Lillo,1987-05-30_40,40,47,40,6,1987-05-30
Linda Clifford,If My Friends Could See Me Now,1978-05-27_36,36,46,36,4,1978-05-27
Linda Clifford,Let Me Be Your Woman,1979-04-28_36,36,46,36,4,1979-04-28
Linda Jones,Hypnotized,1967-10-28_30,30,0,30,1,1967-10-28
Linda Jones,Your Precious Love,1972-06-10_32,32,0,32,1,1972-06-10
Linx,Intuition,1981-06-20_39,39,41,39,5,1981-06-20
Lionel Richie,Back To Front,1992-05-30_37,37,84,37,2,1992-05-30
Lionel Richie,Can't Slow Down,1983-11-12_18,18,0,18,1,1983-11-12
Lionel Richie,Coming Home,2006-09-30_3,3,0,3,1,2006-09-30
Lionel Richie,Dancing On The Ceiling,1986-09-13_10,10,0,10,1,1986-09-13
Lionel Richie,Icon: Lionel Richie,2012-12-08_25,25,0,25,4,2012-12-08
Lionel Richie,Just For You,2004-05-22_22,22,0,22,1,2004-05-22
Lionel Richie,Just Go,2009-06-06_9,9,0,9,1,2009-06-06
Lionel Richie,Lionel Richie,1982-10-30_8,8,0,8,1,1982-10-30
Lionel Richie,Louder Than Words,1996-05-04_15,15,0,15,1,1996-05-04
Lipps Inc.,Mouth To Mouth,1980-04-05_33,33,55,33,2,1980-04-05
Lipps Inc.,Pucker Up,1980-10-18_38,38,50,38,2,1980-10-18
Lisa Fischer,So Intense,1991-06-01_31,31,56,31,2,1991-06-01
Lisa Lisa And Clult Jam With Full Force,Lisa Lisa & Cult Jam With Full Force,1985-09-14_33,33,44,33,2,1985-09-14
Lisa Lisa And Cult Jam,Spanish Fly,1987-05-16_34,34,0,34,1,1987-05-16
Lisa Lisa And Cult Jam,Straight Outta Hell's Kitchen,1991-10-05_40,40,41,40,4,1991-10-05
Lisa Lisa And Cult Jam,Straight To The Sky,1989-05-27_40,40,45,40,2,1989-05-27
Lisa Stansfield,Affection,1990-03-24_28,28,56,28,2,1990-03-24
Lisa Stansfield,Lisa Stansfield,1997-08-16_30,30,0,30,1,1997-08-16
Lisa Stansfield,Real Love,1991-12-14_39,39,66,39,2,1991-12-14
Little Anthony And The Imperials,Goin' Out Of My Head,1965-02-13_9,9,0,9,1,1965-02-13
Little Brother,Getback,2007-11-10_18,18,0,18,1,2007-11-10
Little Brother,Leftback,2010-05-08_27,27,0,27,1,2010-05-08
Little Brother,The Minstrel Show,2005-10-01_19,19,0,19,1,2005-10-01
Little Milton,If Walls Could Talk,1970-03-21_40,40,42,40,2,1970-03-21
Little Milton,Too Much Pain,1990-06-09_40,40,43,40,11,1990-06-09
Little Milton,Waiting For Little Milton,1973-08-11_40,40,52,40,5,1973-08-11
Little Milton,We're Gonna Make It,1965-05-29_7,7,0,7,1,1965-05-29
Lloyd,King Of Hearts,2011-07-23_5,5,0,5,1,2011-07-23
Lloyd,Lessons In Love,2008-08-23_1,1,0,1,1,2008-08-23
Lloyd,Southside,2004-08-07_3,3,0,3,1,2004-08-07
Lloyd,Street Love,2007-03-31_2,2,0,2,1,2007-03-31
Lloyd,Tru (EP),2016-12-31_20,20,0,20,1,2016-12-31
Lloyd Banks,H.F.M.2 (Hunger For More 2),2010-12-11_6,6,0,6,1,2010-12-11
Lloyd Banks,Rotten Apple,2006-10-28_1,1,0,1,1,2006-10-28
Lloyd Banks,The Hunger For More,2004-07-17_1,1,44,1,2,2004-07-17
Lo-Key?,Where Dey At?,1992-11-07_39,39,59,39,2,1992-11-07
Logic,Bobby Tarantino,2016-08-06_2,2,0,2,1,2016-08-06
Logic,Bobby Tarantino II,2018-03-24_1,1,0,1,1,2018-03-24
Logic,Everybody,2017-05-27_1,1,0,1,1,2017-05-27
Logic,The Incredible True Story,2015-12-05_1,1,0,1,1,2015-12-05
Logic,Under Pressure,2014-11-08_2,2,0,2,1,2014-11-08
Logic,YSIV,2018-10-13_2,2,0,2,1,2018-10-13
Lonnie Liston Smith,Expansions,1975-06-07_32,32,41,32,3,1975-06-07
Lonnie Liston Smith,Live!,1977-08-06_38,38,48,38,2,1977-08-06
Lonnie Liston Smith,Love Goddess,1990-08-11_40,40,47,40,17,1990-08-11
Lonnie Liston Smith,Loveland,1978-05-13_37,37,47,37,2,1978-05-13
Lonnie Liston Smith,Reflections Of A Golden Dream,1976-04-17_38,38,50,38,2,1976-04-17
Lonnie Liston Smith,Visions Of A New World,1975-10-18_40,40,50,40,2,1975-10-18
Lonzo And World Class Wreckin Kru,Turn Off The Lights In The Fast Lane,1988-06-18_34,34,44,34,5,1988-06-18
Loon,Loon,2003-11-08_2,2,0,2,1,2003-11-08
Loose Ends,A Little Spice,1985-06-08_40,40,59,40,2,1985-06-08
Loose Ends,Look How Long,1990-12-22_40,40,48,40,4,1990-12-22
Loose Ends,The Real Chuckeeboo,1988-07-23_40,40,51,40,2,1988-07-23
Loose Ends,The Zagora,1986-11-08_33,33,46,33,3,1986-11-08
Lord Finesse,The Awakening,1996-03-09_39,39,0,39,1,1996-03-09
Lord Tariq & Peter Gunz,Make It Reign,1998-06-20_8,8,0,8,1,1998-06-20
Lords Of The Underground,Here Come The Lords,1993-04-17_13,13,0,13,1,1993-04-17
Lords Of The Underground,Keepers Of The Funk,1994-11-19_16,16,0,16,1,1994-11-19
Lorenzo,Lorenzo,1992-08-29_40,40,49,40,4,1992-08-29
Lost Boyz,LB IV Life,1999-10-16_8,8,0,8,1,1999-10-16
Lost Boyz,Legal Drug Money,1996-06-22_1,1,66,1,2,1996-06-22
Lost Boyz,"Love, Peace & Nappiness",1997-07-05_2,2,0,2,1,1997-07-05
Lou Donaldson,Alligator Bogaloo,1967-11-04_27,27,0,27,1,1967-11-04
Lou Donaldson,Everything I Play Is Funky,1970-08-15_39,39,45,39,4,1970-08-15
Lou Donaldson,Hot Dog,1969-10-25_38,38,45,38,5,1969-10-25
Lou Donaldson,Say It Loud!,1969-04-26_36,36,41,36,4,1969-04-26
Lou Rawls,All Things In Time,1976-06-12_32,32,0,32,1,1976-06-12
Lou Rawls,Feelin' Good,1968-03-09_28,28,0,28,1,1968-03-09
